group,subject,e,answer1,answer2,correct,rt_heard,rt_ans,correct_response,datetime,gender_pos,if_noize,length,list_used,live_row,practice,question,response,response_all_heard,response_time,response_time_all_heard,stimul_filler,stimuli,text,time_all_heard,time_answer,time_noize_screen_setup,time_show_question,time_stimuli_sound,type
young,5,2,В пятницу,В субботу,1,3524,965,z,Sun May 19 16:22:13 2019,Time,2,5339,1,0,yes,Когда день рождения у Катиной подруги?,z,space,462,3524,t,372.wav,В эту пятницу у Катиной подруги будет день рождения.,74010,78051,NA,77548,74010,7
young,5,2,Бархатный,Атласный,1,4391,1595,z,Sun May 19 16:22:13 2019,Adj,2,4336,1,1,yes,Какой был комбинезон?,z,space,1095,4390,t,323.wav,"Даша увидела дочку актрисы, одетую в красивый бархатный комбинезон.",79967,84871,NA,84371,79966,5
young,5,2,Позавчера,Вчера,1,5756,1641,/,Sun May 19 16:22:13 2019,Time,2,5309,1,2,yes,Когда мне сообщили новость?,/,space,1131,5755,t,373.wav,"Позавчера мне сообщили, что у моего друга родилась двойня — мальчик и девочка.",87155,93520,NA,93010,87154,7
young,5,2,Синяя,Красная,1,5802,1684,z,Sun May 19 16:22:13 2019,Adj,2,5014,1,3,yes,Какого цвета была форма проводницы?,z,space,1182,5801,t,334.wav,"Из окна поезда нам помахала рукой сменщица проводницы, одетой в синюю форму.",95945,102268,NA,101766,95944,6
young,5,2,В семь часов,В шесть часов,1,5122,1278,/,Sun May 19 16:22:13 2019,Time,2,4129,1,4,yes,Во сколько начинались курсы?,/,space,777,5122,t,374.wav,Курсы повышения квалификации для бухгалтеров проходили по средам в семь часов вечера.,104590,110226,NA,109725,104590,7
young,5,2,Бизнесмен,Шофер,1,4960,1915,/,Sun May 19 16:22:13 2019,men,2,4660,1,0,no,Кто подвез клиентов до аэропорта?,/,space,1414,4960,s,264.wav,"Лиза созвонилась с шофером бизнесмена, подвозившего клиентов до аэропорта",115540,121014,NA,120513,115540,4
young,5,2,Косметики,Одежды,1,4022,1221,z,Sun May 19 16:22:13 2019,Obj,2,3244,1,1,no,Чего много у подруги?,z,space,720,4021,f,355.wav,У моей лучшей подруги много качественной косметики.,123913,128449,NA,127948,123912,7
young,5,2,Троллейбусы,Автобусы,1,5903,1615,/,Sun May 19 16:22:13 2019,Subj,2,5869,1,2,no,Какой транспорт не ходил?,/,space,1113,5901,f,367.wav,"Поскольку из-за снегопада не ходили троллейбусы, жителям пришлось добираться до метро пешком.",130548,136973,NA,136471,130546,7
young,5,2,Филологический,Исторический,1,4355,1527,/,Sun May 19 16:22:13 2019,Adj,2,4041,1,3,no,На какой факультет перевелись студенты?,/,space,1026,4353,f,335.wav,Пятеро студентов перевелись на филологический факультет в конце осени.,139524,144391,NA,143890,139522,7
young,5,2,Вера,Вика,1,4909,1564,/,Sun May 19 16:22:13 2019,Subj,2,4896,1,4,no,Кто думал о брате соседа?,/,space,1064,4908,f,327.wav,"Вера постоянно думала о брате соседа, недавно переехавшего в их дом.",146834,152255,NA,151755,146833,6
young,5,2,Внуку,Сыну,1,4138,2279,/,Sun May 19 16:22:13 2019,Obj,2,3687,1,5,no,Кому соседи купили велосипед?,/,space,1778,4138,f,358.wav,Наши соседи купили старшему внуку горный велосипед.,155233,159889,NA,159388,155233,7
young,5,2,В клубе,В ресторане,1,5982,1535,z,Sun May 19 16:22:13 2019,Loc,2,5987,1,6,no,Где был Дима?,z,space,1033,5981,f,328.wav,"В клубе Дима познакомился с братом друга, рассказавшего ему много подробностей о своей биографии.",163500,169996,NA,169494,163499,6
young,5,2,Серый,Рыжий,1,4467,1448,/,Sun May 19 16:22:13 2019,Adj,2,4424,1,7,no,Какого цвета был кот?,/,space,947,4467,f,338.wav,Лена забрала домой бездомного серого кота и напоила его молоком.,172451,177434,NA,176933,172451,7
young,5,2,Чипсы,Колу,1,5253,3433,/,Sun May 19 16:22:13 2019,Obj,2,5191,1,8,no,Что принёс школьник?,/,space,2932,5252,f,325.wav,"Я разговорился с отцом школьника, принёсшего в летний лагерь пакет чипсов и шоколада.",179848,185617,NA,185116,179847,6
young,5,2,В Китай.,В Корею,1,6404,1761,/,Sun May 19 16:22:13 2019,Loc,2,5398,1,9,no,Куда ездила подруга сестры?,/,space,1260,6404,f,318.wav,"Я внимательно слушала подругу сестры, рассказывающую о своем путешествии в Китай.",189787,196715,NA,196214,189787,5
young,5,2,Прокурор,Адвокат,1,5585,2080,z,Sun May 19 16:22:13 2019,Subj,2,5221,1,10,no,Кто поговорил с сыном?,z,space,1578,5585,f,369.wav,"Пока в судебном заседании был перерыв, прокурор успел поговорить по телефону с сыном.",198998,205107,NA,204605,198998,7
young,5,2,Плавать,Танцевать,1,4222,1321,/,Sun May 19 16:22:13 2019,Obj,2,3451,1,11,no,Чему научился Олег?,/,space,820,4222,f,354.wav,После долгих тренировок Олег наконец научился плавать.,208233,212968,NA,212467,208233,7
young,5,2,Ребёнок,Археолог,1,4229,1558,/,Sun May 19 16:22:13 2019,men,2,4011,1,12,no,Кто агукал в своей кроватке?,/,space,1058,4229,s,277.wav,"Света улыбнулась ребёнку археолога, агукающему в своей кроватке",215257,219999,NA,219499,215257,1
young,5,2,Модель,Визажистка,1,5049,4669,/,Sun May 19 16:22:13 2019,fem,2,4695,1,13,no,Кто красит многих известных актрис?,/,space,4168,5048,s,216.wav,"Катя похвалила визажистку модели, красящей многих известных актрис",222000,227564,NA,227063,221999,4
young,5,2,Садовник,Адвокат,1,5518,1125,z,Sun May 19 16:22:13 2019,men,2,4778,1,14,no,Кто выращивал красивые розы в саду?,z,space,623,5518,s,281.wav,"Диана помахала садовнику адвоката, выращивающему красивые розы в саду",233043,239077,NA,238575,233043,1
young,5,2,В волейбол,В баскетбол,1,5158,1119,z,Sun May 19 16:22:13 2019,Subj,2,4306,1,15,no,Во что играла сестра?,z,space,617,5158,f,326.wav,"Кристина недолюбливала учительницу сестры, игравшей в волейбол по выходным.",241181,246854,NA,246352,241181,6
young,5,2,Одноклассник,Врач,1,5084,1466,z,Sun May 19 16:22:13 2019,men,2,4601,1,16,no,Кто списывал на контрольной?,z,space,960,5084,s,270.wav,"Лена созвонилась с врачом одноклассника, списывающего на контрольной по геометрии",248946,254562,NA,254056,248946,2
young,5,2,Пирог,Бутерброд,1,3771,1710,/,Sun May 19 16:22:13 2019,Obj,2,3628,1,17,no,Что Соня любит есть по утрам?,/,space,1209,3771,f,353.wav,По утрам Соня любит пить горячий шоколад и есть пирог.,256730,261018,NA,260517,256730,7
young,5,2,Тренер,Хоккеист,1,4189,3118,/,Sun May 19 16:22:13 2019,men,2,4011,1,18,no,Кто играл за сборную вуза?,/,space,2617,4188,s,275.wav,"Александр поздоровался с тренером хоккеиста, играющим за сборную вуза",263771,268473,NA,267972,263770,3
young,5,2,От мамы,От отца,1,3751,1464,z,Sun May 19 16:22:13 2019,Obj,2,3716,1,19,no,От кого Миша ждёт звонка?,z,space,964,3751,f,352.wav,"Миша попросил маму позвонить ему, когда отец придет домой.",272587,276857,NA,276357,272587,7
young,5,2,Двадцать,Двенадцать,1,5329,1860,z,Sun May 19 16:22:13 2019,Num,2,5014,1,20,no,Сколько лет исполнилось подруге сестры?,z,space,1360,5328,f,321.wav,"Костя подарил тюльпаны подруге сестры, отмечавшей свой двадцатый день рождения.",279664,285509,NA,285009,279663,5
young,5,2,Семинары,Лекции,1,5206,1755,/,Sun May 19 16:22:13 2019,Obj,2,5073,1,21,no,Что старались не пропускать студенты?,/,space,1254,5206,f,364.wav,Студенты второго курса старались не пропускать семинары по философии и психологии.,288473,294199,NA,293698,288473,7
young,5,2,Музыкант,Кондитер,1,4205,3590,z,Sun May 19 16:22:13 2019,men,2,3893,1,22,no,Кто испек сладкий пирог?,z,space,3089,4205,s,296.wav,"Саша слышал о кондитере музыканта, испёкшего сладкий пирог",298823,303543,NA,303042,298823,4
young,5,2,Учительница,Швея,1,4777,3051,/,Sun May 19 16:22:13 2019,fem,2,4513,1,23,no,Кто преподаёт химию в вечерней школе?,/,space,2551,4776,s,246.wav,"Вера встретила швею учительницы, преподающей химию в вечерней школе",308246,313536,NA,313036,308245,2
young,5,2,Хоккеист,Младенец,1,6072,2427,/,Sun May 19 16:22:13 2019,men,2,4336,1,24,no,Кто сосал соску целый день?,/,space,1926,6071,s,304.wav,"Игорь задумался о младенце хоккеиста, сосущего соску целый день",317756,324341,NA,323840,317755,4
young,5,2,Секретарша,Начальница,1,5001,5197,/,Sun May 19 16:22:13 2019,fem,2,4778,1,25,no,Кто наливает кофе на конференции?,/,space,4695,5001,s,202.wav,"Николай встретил начальницу секретарши, наливающей всем кофе на конференции",328116,333634,NA,333132,328116,2
young,5,2,Мячом,Камнем,1,5041,1552,/,Sun May 19 16:22:13 2019,Obj,2,3657,1,26,no,Чем соседские дети выбили окно?,/,space,1052,5040,f,359.wav,Соседские дети выбили мячом окно на нашей даче.,339527,345081,NA,344581,339526,7
young,5,2,Быстро,Нескоро,1,3871,1711,/,Sun May 19 16:22:13 2019,Manner,2,3952,1,27,no,Как собаки нашли преступника?,/,space,1210,3871,f,346.wav,"Четыре собаки, пущенные по следу, быстро нашли преступника.",347749,352136,NA,351635,347749,7
young,5,2,Графиня,Горничная,1,4480,1415,/,Sun May 19 16:22:13 2019,fem,2,4070,1,28,no,Кто вытирал пыль в гостиной?,/,space,911,4480,s,224.wav,"Марина поприветствовала горничную графини, вытирающей пыль в гостиной",354934,359932,NA,359428,354934,4
young,5,2,Манную,Овсяную,1,4140,2148,/,Sun May 19 16:22:13 2019,Adj,2,3923,1,29,no,Какую кашу съел малыш?,/,space,1648,4140,f,339.wav,На завтрак пятилетний малыш съел манную кашу и выпил чай.,362844,367498,NA,366998,362844,7
young,5,2,Маша,Марина,1,4727,6785,z,Sun May 19 16:22:13 2019,Subj,2,4601,1,30,no,Кто выбирал наряд?,z,space,6285,4727,f,366.wav,"Маша долго выбирала наряд для свидания с мужчиной, в которого была влюблена.",370833,376073,NA,375573,370833,7
young,5,2,Детективную,Фантастическую,1,4766,1363,/,Sun May 19 16:22:13 2019,Adj,2,4129,1,31,no,Какую повесть принёс автор?,/,space,862,4766,f,337.wav,Пожилой автор принёс в издательство очередную детективную повесть.,383389,388669,NA,388168,383389,7
young,5,2,Мише,Ване,1,4598,1661,z,Sun May 19 16:22:13 2019,Obj,2,4690,1,32,no,Кому помогала Аня?,z,space,1159,4598,f,363.wav,Аня очень любила Мишу и часто помогала ему с домашними заданиями.,391125,396237,NA,395735,391125,7
young,5,2,Парикмахерша,Балерина,1,4693,4731,/,Sun May 19 16:22:13 2019,fem,2,4572,1,33,no,Кто стриг клиентов по последней моде?,/,space,4231,4692,s,233.wav,"Артур успокоил парикмахершу балерины, стригущую клиентов по последней моде",398676,403892,NA,403392,398675,1
young,5,2,Начальник,Секретарь,1,4273,2378,/,Sun May 19 16:22:13 2019,men,2,4247,1,34,no,Кто руководит крупной компанией?,/,space,1877,4272,s,266.wav,"Полина рассказывала о секретаре начальника, руководящего крупной компанией",409628,414415,NA,413914,409627,2
young,5,2,Рубашки,Носки,1,4717,1548,/,Sun May 19 16:22:13 2019,Obj,2,4631,1,35,no,Что камердинер брал без разрешения?,/,space,1048,4717,f,314.wav,"Все слуги судачили о камердинере лорда, тайком носившем рубашки хозяина.",417773,423014,NA,422514,417773,5
young,5,2,Футболист,Хоккеист,1,6295,1534,z,Sun May 19 16:22:13 2019,Subj,2,5663,1,36,no,Кто постоянно был в отъезде?,z,space,1033,6294,f,371.wav,"Футболист постоянно был в отъезде на соревнованиях, и это вызывало конфликты в семье.",425524,432337,NA,431836,425523,7
young,5,2,Ножом,Вилкой,1,4104,1332,/,Sun May 19 16:22:13 2019,Obj,2,3362,1,37,no,Чем Вася проткнул коробку?,/,space,831,4104,f,357.wav,Вася случайно проткнул ножом коробку для подарка.,435013,439630,NA,439129,435013,7
young,5,2,На третьем,На втором,1,5359,1690,/,Sun May 19 16:22:13 2019,Num,2,4808,1,38,no,На каком этаже был кабинет стоматолога?,/,space,1190,5358,f,350.wav,"Кабинет стоматолога располагался на третьем этаже, в дальнем конце коридора.",442175,448050,NA,447550,442174,7
young,5,2,Тихо,Громко,1,4560,1494,z,Sun May 19 16:22:13 2019,Manner,2,4454,1,39,no,Как хныкала младшая сестра?,z,space,993,4559,f,345.wav,За столом младшая сестра отказывалась есть суп и тихо хныкала.,450930,456004,NA,455503,450929,7
young,5,2,Кондитер,Артист,0,4147,3406,z,Sun May 19 16:22:13 2019,men,2,3923,1,40,no,Кто сыграл главную роль в спектакле?,/,space,2906,4147,s,307.wav,"Антон гордился кондитером артиста, сыгравшим главную роль в спектакле",458484,463153,NA,462653,458484,3
young,5,2,За углом,В кустах,1,4338,1796,z,Sun May 19 16:22:13 2019,Loc,2,4336,1,41,no,Где курил воспитанник?,z,space,1295,4337,f,320.wav,"Никто ничего не сказал воспитаннику тренера, курившему за углом спортзала.",467716,472568,NA,472067,467715,5
young,5,2,Руководительница,Стажёрка,0,5706,3684,z,Sun May 19 16:22:13 2019,fem,2,4955,1,42,no,Кто распорядился отремонтировать помещение?,/,space,3180,5705,s,229.wav,"Нина знала руководительницу стажёрки, распорядившуюся отремонтировать помещение",475556,481786,NA,481282,475555,1
young,5,2,Мышей,Крыс,1,3860,1445,z,Sun May 19 16:22:13 2019,Obj,2,3329,1,43,no,Кого ловил соседский кот?,z,space,944,3860,f,356.wav,Соседский кот весь день ловил мышей в старом погребе.,502060,506441,NA,505940,502060,7
young,5,2,Радостно,Быстро,1,3926,1190,z,Sun May 19 16:22:13 2019,Manner,2,3893,1,44,no,Как побежала Полина?,z,space,690,3926,f,344.wav,"Увидев возлюбленного, Полина радостно побежала ему навстречу",509026,513473,NA,512973,509026,7
young,5,2,В Милане,В Берлине,1,3460,1221,/,Sun May 19 16:22:13 2019,Loc,2,3421,1,45,no,Где были туристы?,/,space,719,3459,f,342.wav,Туристы долго не могли найти главную площадь Милана.,516076,520050,NA,519548,516075,7
young,5,2,Розовая,Голубая,1,3290,1655,z,Sun May 19 16:22:13 2019,Adj,2,3156,1,46,no,Какая кофта была на кукле?,z,space,1154,3290,f,336.wav,Мама купила дочке большую куклу в розовой кофте.,522621,526424,NA,525923,522621,7
young,5,2,Портниха,Актриса,1,4091,4875,/,Sun May 19 16:22:13 2019,fem,2,4188,1,47,no,Кто снялся в лучшем фильме года?,/,space,4374,4090,s,211.wav,"Маша узнала портниху актрисы, снявшуюся в лучшем фильме года",529086,533712,NA,533211,529085,3
young,5,2,Либерал,Демократ,1,4728,3641,z,Sun May 19 16:22:13 2019,Subj,2,4277,1,48,no,Кто выступил с речью?,z,space,3139,4728,f,368.wav,Либерал выступил с эмоциональной речью перед своими последователями.,539133,544379,NA,543877,539133,7
young,5,2,Папа,Враг,1,4116,2303,/,Sun May 19 16:22:13 2019,men,2,4011,1,49,no,Кто заботился о семье ежедневно?,/,space,1802,4116,s,310.wav,"Костя помнил о враге папы, заботившегося о семье ежедневно",548487,553119,NA,552618,548487,2
young,5,2,Пятый,Третий,1,4753,1556,z,Sun May 19 16:22:13 2019,Num,2,4572,1,50,no,Какой пункт договора нужно исправить?,z,space,1054,4752,f,349.wav,Юрист предложила нам исправить пятый пункт договора с новым заказчиком.,556478,561748,NA,561246,556477,7
young,5,2,Барона,Герцога,1,5459,1557,z,Sun May 19 16:22:13 2019,Obj,2,5339,1,51,no,Кого пригласили в гости?,z,space,1057,5459,f,365.wav,Герцог пригласил в гости барона и с почестями принял его в своём каменном замке.,564458,570433,NA,569933,564458,7
young,5,2,Императрица,Служанка,1,4554,2023,/,Sun May 19 16:22:13 2019,fem,2,4277,1,52,no,Кто стирал постельное белье?,/,space,1522,4554,s,244.wav,"Лиза встретила служанку императрицы, стирающей постельное белье",573043,578117,NA,577616,573043,4
young,5,2,В прошлом году,В этом году,1,5780,1803,/,Sun May 19 16:22:13 2019,Time,2,4955,1,53,no,Когда депутат вышел из партии?,/,space,1295,5780,f,332.wav,"Знакомые судачили о помощнике депутата, вышедшего из партии в прошлом году.",581150,587455,NA,586947,581150,6
young,5,2,Графиня,Садовница,1,4418,2102,/,Sun May 19 16:22:13 2019,fem,2,3923,1,54,no,Кто владел большим поместьем?,/,space,1602,4418,s,238.wav,"Петр не узнал садовницу графини, владеющей большим поместьем",590695,595629,NA,595129,590695,2
young,5,2,На речку,На озеро,1,5087,1677,z,Sun May 19 16:22:13 2019,Loc,2,4896,1,55,no,Куда ездили ребята?,z,space,1175,5087,f,343.wav,Деревенские ребята каждый день ездили на речку на велосипедах и ловили там рыбу.,598868,604474,NA,603972,598868,7
young,5,2,Химию,Физику,0,4761,624,/,Sun May 19 16:22:13 2019,Obj,2,4542,1,56,no,Что решили прогулять восьмиклассники?,space,space,123,4761,f,361.wav,Восьмиклассники не хотели идти на химию и решили прогулять её в кафе.,607207,612484,NA,611983,607207,7
young,5,2,Недавно,Давно,1,4352,1881,/,Sun May 19 16:22:13 2019,Time,2,4129,1,57,no,Когда дочь поступила в университет?,/,space,1379,4352,f,331.wav,"Мы недолюбливаем подругу дочери, недавно поступившей в университет.",614338,619213,NA,618711,614338,6
young,5,2,Ортодонт,Актёр,1,5565,1457,/,Sun May 19 16:22:13 2019,men,2,4359,1,58,no,Кто снялся в новом приключенческом фильме?,/,space,956,5565,s,291.wav,"Карина подумала об ортодонте актёра, снявшемся в новом приключенческом фильме",621566,627646,NA,627145,621566,3
young,5,2,На лестницу,На улицу,1,4238,1752,z,Sun May 19 16:22:13 2019,Loc,2,4336,1,59,no,Куда сосед вышел покурить?,z,space,1251,4238,f,319.wav,"Валера жаловался на жизнь соседу отца, вышедшему покурить на лестницу.",630180,634947,NA,634446,630180,5
young,5,2,Бухгалтерша,Гримерша,1,5150,4288,/,Sun May 19 16:22:13 2019,fem,2,4336,1,60,no,Кто подсчитал доходы неправильно?,/,space,3780,5150,s,253.wav,"Маша обвинила бухгалтершу гримёрши, подсчитавшую доходы неправильно",637598,643272,NA,642764,637598,1
young,5,2,С вишней,С яблоком,1,3631,1541,z,Sun May 19 16:22:13 2019,Obj,2,3539,1,61,no,С чем были вареники?,z,space,1041,3630,f,360.wav,Бабушка слепила вареники с вишней для любимых внуков.,648048,652195,NA,651695,648047,7
young,5,2,Роман,Повесть,1,4849,2251,/,Sun May 19 16:22:13 2019,Subj,2,4719,1,62,no,Какое произведение недавно издано?,/,space,1750,4848,f,317.wav,"Мы хотели поговорить с агентом писателя, объявившем о выходе нового романа.",655117,660485,NA,659984,655116,5
young,5,2,На скрипке,На флейте,1,5353,10445,z,Sun May 19 16:22:13 2019,Obj,2,5545,1,63,no,На чём играл ровесник внука?,z,space,9944,5352,f,316.wav,"Бабушка восхищалась ровесником внука, умеющего играть на скрипке и кататься на коньках.",663791,669661,NA,669160,663790,5
young,5,2,В школу,В институт,1,3014,922,z,Sun May 19 16:22:13 2019,Loc,2,3421,1,64,no,Куда не пошел Митя?,z,space,420,3013,f,341.wav,"Митя не пошел в школу, потому что не сделал домашнее задание.",702914,706447,NA,705945,702913,7
young,5,2,Два,Три,1,5073,2102,/,Sun May 19 16:22:13 2019,Num,2,5629,1,65,no,Сколько плакатов нарисовали защитники животных?,/,space,1601,5073,f,348.wav,Защитники животных нарисовали два больших плаката и повесили их у входа в зоопарк.,708781,714378,NA,713877,708781,7
young,5,2,Ребёнок,Воспитатель,1,4515,2364,/,Sun May 19 16:22:13 2019,men,2,4395,1,66,no,Кто работал в частном детском саду?,/,space,1864,4514,s,300.wav,"Олег подмигнул воспитателю ребёнка, работающего в частном детском саду",717633,722663,NA,722163,717632,4
young,5,2,В музее,В галерее,1,6115,1218,z,Sun May 19 16:22:13 2019,Loc,2,6253,1,67,no,Где произошла встреча?,z,space,717,6115,f,330.wav,"В музее экскурсанты встретились с племянником скульптора, работавшего над памятником Лермонтову.",726380,733016,NA,732515,726380,6
young,5,2,Дьякон,Монах,1,3791,1185,z,Sun May 19 16:22:13 2019,Subj,2,3480,1,68,no,Кто горячо молился?,z,space,685,3790,f,370.wav,Дьякон горячо молился на вечерней службе перед праздником.,735584,739891,NA,739391,735583,7
young,5,2,Похититель,Министр,1,5742,2003,/,Sun May 19 16:22:13 2019,men,2,5073,1,69,no,Кто руководил самой известной партией?,/,space,1501,5741,s,259.wav,"Владимир отомстил похитителю министра, руководившему самой известной партией",741408,747667,NA,747165,741407,3
young,5,2,Подругу,Бабушку,1,4486,1494,/,Sun May 19 16:22:13 2019,Obj,2,3923,1,70,no,Кого задела Кристина?,/,space,993,4485,f,315.wav,"Кристина нечаянно задела подругу именинницы, говорившую тост.",750774,755783,NA,755282,750773,5
young,5,2,Уборщица,Телезвезда,1,4186,2059,z,Sun May 19 16:22:13 2019,fem,2,3893,1,71,no,Кто моет полы в туалете?,z,space,1558,4185,s,249.wav,"Толя обидел уборщицу телезвезды, моющую полы в туалете",758524,763227,NA,762726,758523,1
young,5,2,Руку,Ногу,1,5344,1689,/,Sun May 19 16:22:13 2019,Obj,2,5044,1,72,no,Что сломала парашютистка?,/,space,1186,5343,f,324.wav,"Марина взяла интервью у матери парашютистки, сломавшей руку при последнем прыжке.",766337,772205,NA,771702,766336,6
young,5,2,Костюмерша,Танцовщица,1,4029,4097,z,Sun May 19 16:22:13 2019,fem,2,4218,1,73,no,Кто репетировал сложный номер?,z,space,3595,4029,s,227.wav,"Алиса ждала костюмершу танцовщицы, репетирующую сложный номер",775032,779583,NA,779081,775032,3
young,5,2,О карьере модели,О карьере модельера,0,6162,2350,z,Sun May 19 16:22:13 2019,Obj,2,5368,1,74,no,О какой карьере мечтала приятельница сестры?,/,space,1848,6162,f,313.wav,"Учеба в университете разочаровала приятельницу моей сестры, мечтавшую о карьере модели.",784165,790864,NA,790362,784165,5
young,5,2,У соседей,У детей,1,4254,3247,z,Sun May 19 16:22:13 2019,Loc,2,3156,1,75,no,У кого громко играла музыка?,z,space,2747,4253,f,340.wav,Дети долго не могли уснуть из-за шумной музыки у соседей.,793875,798647,NA,798147,793874,7
young,5,2,На самокате,На велосипеде,1,4849,1430,z,Sun May 19 16:22:13 2019,Manner,2,4159,1,76,no,На чём решил поехать курьер?,z,space,920,4847,f,347.wav,"Курьер решил поехать к клиенту на самокате, если не пойдёт дождь.",802897,808269,NA,807759,802895,7
young,5,2,Фильм,Сериал,1,4459,1243,z,Sun May 19 16:22:13 2019,Obj,2,4129,1,77,no,Что покажут по телевизору?,z,space,741,4458,f,351.wav,"Скоро по телевизору покажут очень старый, но интересный фильм.",810981,815958,NA,815456,810980,7
young,5,2,Старушка,Сиделка,0,4349,2892,/,Sun May 19 16:22:13 2019,fem,2,4159,1,78,no,Кто дежурит у постели весь день?,z,space,2388,4348,s,208.wav,"Катя отпустила сиделку старушки, дежурящей у постели весь день",818578,823450,NA,822946,818577,4
young,5,2,Травматолог,Футболист,1,5308,1617,/,Sun May 19 16:22:13 2019,men,2,4188,1,79,no,Кто забил гол в полуфинале?,/,space,1115,5307,s,287.wav,"Петя беспокоился о травматологе футболиста, забившем гол в полуфинале",827020,832848,NA,832346,827019,3
young,5,2,В библиотеке,В магазине,1,5294,1933,z,Sun May 19 16:22:13 2019,Loc,2,5663,1,80,no,Где Илья увидел сестру писательницы?,z,space,1433,5294,f,329.wav,"В библиотеке Илья заметил сестру писательницы, опубликовавшей много известных книг.",835764,841576,NA,841076,835764,6
young,5,2,Бирюзовое,Сиреневое,1,4396,1526,/,Sun May 19 16:22:13 2019,Adj,2,4070,1,81,no,Какого цвета было платье?,/,space,1024,4393,f,376.wav,Вчера Света была одета в очень красивое бирюзовое платье.,844569,849482,NA,848980,844566,7
young,5,2,Мама,Певица,1,5778,2953,/,Sun May 19 16:22:13 2019,fem,2,4336,1,82,no,Кто репетировал своё выступление?,/,space,2451,5777,s,219.wav,"Никита сфотографировал маму певицы, репетирующую своё выступление",852325,858631,NA,858129,852324,3
young,5,2,Шпаргалки,Задание,1,4358,1546,z,Sun May 19 16:22:13 2019,Obj,2,4631,1,83,no,Что подготовили десятиклассники?,z,space,1046,4357,f,362.wav,Десятиклассники совместными усилиями подготовили шпаргалки по геометрии.,862863,867736,NA,867236,862862,7
young,6,2,В пятницу,В субботу,1,3878,1615,/,Mon May 20 21:02:02 2019,Time,2,5339,3,0,yes,Когда день рождения у Катиной подруги?,/,space,1114,3878,t,372.wav,В эту пятницу у Катиной подруги будет день рождения.,319438,323829,NA,323328,319438,7
young,6,2,Бархатный,Атласный,1,4289,1006,z,Mon May 20 21:02:02 2019,Adj,2,4336,3,1,yes,Какой был комбинезон?,z,space,505,4288,t,323.wav,"Даша увидела дочку актрисы, одетую в красивый бархатный комбинезон.",326279,331080,NA,330579,326278,5
young,6,2,В семь часов,В шесть часов,1,5784,1222,z,Mon May 20 21:02:02 2019,Time,2,4129,3,2,yes,Во сколько начинались курсы?,z,space,718,5784,t,374.wav,Курсы повышения квалификации для бухгалтеров проходили по средам в семь часов вечера.,332932,339232,NA,338728,332932,7
young,6,2,Позавчера,Вчера,1,3497,1661,/,Mon May 20 21:02:02 2019,Time,2,5309,3,3,yes,Когда мне сообщили новость?,/,space,1160,3497,t,373.wav,"Позавчера мне сообщили, что у моего друга родилась двойня — мальчик и девочка.",341309,345319,NA,344818,341309,7
young,6,2,Синяя,Красная,1,5172,910,z,Mon May 20 21:02:02 2019,Adj,2,5014,3,4,yes,Какого цвета была форма проводницы?,z,space,409,5172,t,334.wav,"Из окна поезда нам помахала рукой сменщица проводницы, одетой в синюю форму.",347734,353419,NA,352918,347734,6
young,6,2,В волейбол,В баскетбол,1,4133,945,/,Mon May 20 21:02:02 2019,Subj,2,4306,3,0,no,Во что играла сестра?,/,space,444,4133,f,326.wav,"Кристина недолюбливала учительницу сестры, игравшей в волейбол по выходным.",357382,362029,NA,361528,357382,6
young,6,2,В Китай.,В Корею,1,2376,2900,/,Mon May 20 21:02:02 2019,Loc,2,5398,3,1,no,Куда ездила подруга сестры?,/,space,2398,2376,f,318.wav,"Я внимательно слушала подругу сестры, рассказывающую о своем путешествии в Китай.",364269,367158,NA,366656,364269,5
young,6,2,На самокате,На велосипеде,1,3982,956,/,Mon May 20 21:02:02 2019,Manner,2,4159,3,2,no,На чём решил поехать курьер?,/,space,451,3982,f,347.wav,"Курьер решил поехать к клиенту на самокате, если не пойдёт дождь.",370642,375142,NA,374637,370642,7
young,6,2,Барона,Герцога,1,4496,1409,z,Mon May 20 21:02:02 2019,Obj,2,5339,3,3,no,Кого пригласили в гости?,z,space,908,4496,f,365.wav,Герцог пригласил в гости барона и с почестями принял его в своём каменном замке.,377435,382443,NA,381942,377435,7
young,6,2,В клубе,В ресторане,1,4300,1078,z,Mon May 20 21:02:02 2019,Loc,2,5987,3,4,no,Где был Дима?,z,space,578,4299,f,328.wav,"В клубе Дима познакомился с братом друга, рассказавшего ему много подробностей о своей биографии.",384989,389799,NA,389299,384988,6
young,6,2,Серый,Рыжий,1,3187,1064,z,Mon May 20 21:02:02 2019,Adj,2,4424,3,5,no,Какого цвета был кот?,z,space,563,3186,f,338.wav,Лена забрала домой бездомного серого кота и напоила его молоком.,392186,395886,NA,395385,392185,7
young,6,2,Мише,Ване,1,2670,1799,/,Mon May 20 21:02:02 2019,Obj,2,4690,3,6,no,Кому помогала Аня?,/,space,1298,2669,f,363.wav,Аня очень любила Мишу и часто помогала ему с домашними заданиями.,398139,401325,NA,400824,398138,7
young,6,2,Императрица,Служанка,1,4199,791,z,Mon May 20 21:02:02 2019,fem,2,4867,3,7,no,Кто покровительствовал наукам и искусству?,z,space,289,4198,s,242.wav,"�­лиза встретила служанку императрицы, покровительствующей наукам и искусству",404125,408836,NA,408334,404124,2
