group,subject,e,answer1,answer2,correct,rt_heard,rt_ans,correct_response,datetime,gender_pos,if_noize,length,list_used,live_row,practice,question,response,response_all_heard,response_time,response_time_all_heard,stimul_filler,stimuli,text,time_all_heard,time_answer,time_noize_screen_setup,time_show_question,time_stimuli_sound,type
teen,8,1,Воспитательница,Малышка,0,4299,1071,z,Wed May 22 15:46:01 2019,fem,2,4034,2,31,no,Кто шумит громче всех в саду?,/,space,571,4299,s,15.wav,"Аня встретила воспитательницу малышки, шумящую громче всех в саду",336815,341618,NA,341118,336815,3
teen,8,1,Вчера,Сегодня,1,4006,1452,z,Wed May 22 15:46:01 2019,Time,2,3809,2,32,no,Когда Оля решала задачи?,z,space,951,4006,f,174.wav,Вчера Оля весь день решала сложные задачи по математике,342451,346962,NA,346461,342451,3
teen,8,1,Серого,Синего,1,4056,1406,z,Wed May 22 15:46:01 2019,Adj,2,3611,2,33,no,Какого цвета была палатка?,z,space,905,4056,f,137.wav,На вершине холма путешественники увидели серую палатку,348182,352744,NA,352243,348182,3
teen,8,1,С доберманом,С лабрадором,1,6028,1461,z,Wed May 22 15:46:01 2019,Obj,2,5501,2,34,no,С какой собакой занимался дрессировщик?,z,space,961,6028,f,153.wav,"Дрессировщик ежедневно занимался с доберманом, на поведение которого жаловался хозяин",353915,360447,NA,359947,353915,3
teen,8,1,Адвокат,Продавец,0,4234,2644,z,Wed May 22 15:46:01 2019,men,2,3978,2,35,no,Кто торговал клубникой на ярмарке?,/,space,2144,4233,s,111.wav,"Дима думал об адвокате продавца, торговавшем на ярмарке клубникой",361727,366465,NA,365965,361726,3
teen,8,1,Вахтёршей,Уборщицей,1,5868,1549,/,Wed May 22 15:46:01 2019,Obj,2,4316,2,36,no,Кем работала мама подруги?,/,space,1049,5868,f,115.wav,"Наталья стригла маму подруги, работающую вахтёршей в общежитии",368893,375265,NA,374765,368893,1
teen,8,1,Отвратительно,Неприятно,1,3766,1529,z,Wed May 22 15:46:01 2019,Manner,2,3160,2,37,no,Как пахло в подвале?,z,space,1029,3766,f,147.wav,"В подвале, куда я спустился, отвратительно пахло",376577,380847,NA,380347,376577,3
teen,8,1,С сапфиром,С топазом,1,4287,1096,/,Wed May 22 15:46:01 2019,Obj,2,3837,2,38,no,С каким камнем было кольцо?,/,space,595,4287,f,160.wav,Кольцо с сапфиром Маше подарил бывший муж перед свадьбой,382137,386930,NA,386429,382137,3
teen,8,1,Натурщица,Художница,1,5511,3851,z,Wed May 22 15:46:01 2019,fem,2,4542,2,39,no,Кто рисовал очаровательные портреты?,z,space,3351,5511,s,31.wav,"Вася ценил натурщицу художницы, рисовавшую очаровательные портреты",387806,393822,NA,393322,387806,3
teen,8,1,В школе,На работе,1,5468,3502,/,Wed May 22 15:46:01 2019,Loc,2,4260,2,40,no,Где Наташа столкнулась с отцом мальчика?,/,space,3002,5468,f,118.wav,"В школе Наташа столкнулась с отцом мальчика, работающим в крупной фирме",397455,403428,NA,402928,397455,1
teen,8,1,Повар,Начальник,0,4578,1565,/,Wed May 22 15:46:01 2019,men,2,4175,2,41,no,Кто руководил международной компанией?,z,space,1065,4578,s,79.wav,"Таня созвонилась с поваром начальника, руководящим международной компанией",406712,411795,NA,411295,406712,3
teen,8,1,Три года,Два года,1,4999,1463,z,Wed May 22 15:46:01 2019,Num,2,5022,2,42,no,Сколько лет фанатка преследует певицу?,z,space,963,4999,f,121.wav,"По радио говорили о фанатке певицы, преследующей звезду на протяжении трёх лет",413130,418634,NA,418134,413130,1
teen,8,1,Хирург,Пожарный,0,4318,1559,/,Wed May 22 15:46:01 2019,men,2,4147,2,43,no,Кто потушил сильный пожар в доме?,z,space,1059,4318,s,95.wav,"Рома написал хирургу пожарного, потушившему сильный пожар в доме",446806,451628,NA,451128,446806,3
teen,8,1,Лилового,Багряного,1,3605,1475,z,Wed May 22 15:46:01 2019,Adj,2,3526,2,44,no,Какого цвета был закат?,z,space,975,3605,f,140.wav,Влюблённая пара любовалась лиловым закатом в морозный вечер,452960,457069,NA,456569,452960,3
teen,8,1,На работе,На вечеринке,1,7034,1656,z,Wed May 22 15:46:01 2019,Loc,2,6998,2,45,no,Где задержалась коллега?,z,space,1156,7034,f,130.wav,"Женя накормила обедом дочку коллеги, задержавшейся на работе до позднего вечера",458328,465867,NA,465367,458328,2
teen,8,1,Великодушием,Трудолюбием,1,5381,1391,z,Wed May 22 15:46:01 2019,Obj,2,5078,2,46,no,Чем славился руководитель театра?,z,space,891,5380,f,157.wav,"Руководитель театра славился своим великодушием, и даже конкуренты его уважали",467294,473178,NA,472678,467293,3
teen,8,1,Актер,Дизайнер,1,4801,1570,z,Wed May 22 15:46:01 2019,men,2,4796,2,47,no,Кто сыграл главную роль в известном фильме?,z,space,1070,4801,s,66.wav,"Ксюша писала о дизайнере актера, сыгравшего главную роль в известном сериале",474345,479657,NA,479157,474345,2
teen,8,1,На обед,На ужин,1,6390,1938,/,Wed May 22 15:46:01 2019,Loc,2,6078,2,48,no,Куда продюсер пригласил маму певицы?,/,space,1438,6390,f,129.wav,"Продюсер пригласила на деловой обед маму певицы, подающей большие надежды",481010,487904,NA,487404,481010,2
teen,8,1,Модель,Визажистка,1,4597,2349,z,Wed May 22 15:46:01 2019,fem,2,4345,2,49,no,Кто позирует известному фотографу?,z,space,1848,4597,s,2.wav,"Марина увидела визажистку модели, позирующей известному фотографу",489623,494725,NA,494224,489623,2
teen,8,1,На канцтовары,На оргтехнику,1,6508,1510,z,Wed May 22 15:46:01 2019,Obj,2,6630,2,50,no,Какие расходы предлагалось сократить?,z,space,1010,6508,f,116.wav,"Никто не поддержал заместительницу начальницы, предлагавшую сократить расходы на канцелярские принадлежности",496852,503864,NA,503364,496852,1
teen,8,1,Два,Три,0,5023,4081,/,Wed May 22 15:46:01 2019,Num,2,4796,2,51,no,Сколько голов забил футболист?,z,space,3581,5023,f,151.wav,"Футболист забил два гола в решающем матче, и его сын очень гордился им",505165,510693,NA,510193,505165,3
teen,8,1,Водитель,Директор,1,5431,2594,/,Wed May 22 15:46:01 2019,men,2,4852,2,52,no,Кто тормозил перед красным сигналом светофора?,/,space,2094,5430,s,69.wav,"Вася поздоровался с водителем директора, тормозящим перед красным сигналом светофора",514552,520486,NA,519986,514551,1
teen,8,1,Весной,Зимой,1,4718,2214,z,Wed May 22 15:46:01 2019,Time,2,3978,2,53,no,Когда уехал учитель?,z,space,1714,4718,f,132.wav,"Ребёнок поздоровался с другом учителя, уехавшего прошлой весной",522871,528094,NA,527594,522871,2
teen,8,1,Женщина,Девочка,1,4116,1239,/,Wed May 22 15:46:01 2019,Subj,2,4119,2,54,no,Кто проехал свою станцию?,/,space,739,4116,f,170.wav,Женщина зачиталась увлекательной книгой и проехала свою станцию,530079,534700,NA,534200,530079,3
teen,8,1,В Турцию,В Грецию,1,5007,1476,/,Wed May 22 15:46:01 2019,Loc,2,4852,2,55,no,Куда поехали муж с женой?,/,space,976,5007,f,143.wav,На время поездки в Турцию муж с женой оставили детей со своими родителями,535705,541216,NA,540716,535705,3
teen,8,1,Кроссовки,Ботинки,1,4750,1008,/,Wed May 22 15:46:01 2019,Obj,2,4486,2,56,no,Что купила бабушка?,/,space,507,4749,f,163.wav,"Бабушка купила внуку кроссовки на распродаже, но они оказались малы",542482,547736,NA,547235,542481,3
teen,8,1,Девочка,Мама,1,4047,1118,/,Wed May 22 15:46:01 2019,fem,2,3555,2,57,no,Кто играл в компьютерную игру?,/,space,616,4047,s,18.wav,"Полина подождала маму девочки, играющей в компьютерную игру",548508,553062,NA,552560,548508,2
teen,8,1,В школу,В кино,1,4209,1240,z,Wed May 22 15:46:01 2019,Loc,2,3921,2,58,no,Куда шла сестра подруги?,z,space,740,4209,f,119.wav,"Сегодня днём я встретил сестру подруги, идущую в школу",553953,558666,NA,558166,553953,1
teen,8,1,Ученик,Клиент,1,5195,4633,/,Wed May 22 15:46:01 2019,Obj,2,5360,2,59,no,Кто подарил посуду?,/,space,4133,5195,f,154.wav,"Посуда, подаренная художнику его учеником, так и стояла в углу нераспакованная",559669,565368,NA,564868,559669,3
teen,8,1,Жонглер,Гример,0,4921,1545,/,Wed May 22 15:46:01 2019,men,2,4711,2,60,no,Кто рисует необычные узоры на лице?,z,space,1045,4921,s,60.wav,"Даша позвонила гримеру жонглера, рисующего необычные узоры на лице",569783,575209,NA,574709,569783,4
teen,8,1,Швея,Сиделка,1,5328,2338,/,Wed May 22 15:46:01 2019,fem,2,5332,2,61,no,Кто колол лучшую подругу от гриппа?,/,space,1838,5328,s,28.wav,"Маша встретила сиделку швеи, выхаживающей пациентов после тяжёлой болезни",576520,582353,NA,581853,576520,4
teen,8,1,Дальнобойщик,Сын,1,4765,1800,/,Wed May 22 15:46:01 2019,men,2,3780,2,62,no,Кто перевозил ценные грузы?,/,space,1300,4765,s,98.wav,"Арина улыбнулась сыну дальнобойщика, перевозящего ценные грузы",584470,589740,NA,589240,584470,2
teen,8,1,За ремонт,За банкет,1,6298,2058,/,Wed May 22 15:46:01 2019,Obj,2,4316,2,63,no,За что пришёл счёт?,/,space,1557,6298,f,162.wav,"Когда в компанию пришёл счёт за ремонт, бухгалтер уже ушёл в отпуск",591330,598134,NA,597633,591330,3
teen,8,1,Зимой,Весной,1,5253,1724,/,Wed May 22 15:46:01 2019,Time,2,3950,2,64,no,Когда дети поедут к бабушке и дедушке?,/,space,1224,5253,f,173.wav,Зимой дети обязательно поедут в гости к бабушке и дедушке,613296,619054,NA,618554,613296,3
teen,8,1,Стилист,Писатель,1,4838,1498,z,Wed May 22 15:46:01 2019,men,2,4175,2,65,no,Кто стриг известную певицу?,z,space,997,4838,s,85.wav,"Алина прочитала о стилисте писателя, стригущем известную певицу",620557,625900,NA,625399,620557,1
teen,8,1,Бегонии,Фиалки,1,4007,1205,z,Wed May 22 15:46:01 2019,Obj,2,3978,2,66,no,Какие цветы выращивала Анна Петровна?,z,space,705,4007,f,166.wav,Анна Петровна выращивала на балконе бегонии в глиняных горшках,627158,631670,NA,631170,627158,3
teen,8,1,С пяти,С шести,1,4115,2889,z,Wed May 22 15:46:01 2019,Num,2,3978,2,67,no,Со скольких лет Катя занимается художественной гимнастикой?,z,space,2389,4115,f,150.wav,Катя серьёзно занимается художественной гимнастикой с пяти лет,632657,637277,NA,636777,632657,3
teen,8,1,Повар,Король,0,4951,1953,z,Wed May 22 15:46:01 2019,men,2,4542,2,68,no,Кто казнил предателей безо всякой жалости?,/,space,1453,4951,s,63.wav,"Аня слышала о поваре короля, казнившем предателей безо всякой жалости",639931,645386,NA,644886,639931,3
teen,8,1,Два,Три,1,4326,1504,/,Wed May 22 15:46:01 2019,Num,2,3809,2,69,no,Сколько новых учеников пришло в класс?,/,space,1004,4326,f,149.wav,C первого сентября в пятый класс пришло два новых ученика,647115,651946,NA,651446,647115,3
teen,8,1,Мэр,Охранник,1,4200,1210,/,Wed May 22 15:46:01 2019,men,2,4062,2,70,no,Кто избирался на второй срок?,/,space,710,4200,s,82.wav,"Анна позвонила охраннику мэра, избирающегося на второй срок",653228,657933,NA,657433,653228,2
teen,8,1,Спокойно,Весело,1,5168,1855,/,Wed May 22 15:46:01 2019,Manner,2,5247,2,71,no,Как говорила Женя?,/,space,1355,5168,f,123.wav,"Женя спокойно говорила с тренером спортсмена, прославившимся своим суровым нравом",658944,664617,NA,664117,658944,1
teen,8,1,Курения,Алкоголя,1,4517,1240,/,Wed May 22 15:46:01 2019,Obj,2,4316,2,72,no,О вреде чего говорил завуч?,/,space,740,4517,f,155.wav,Школьники скептически восприняли лекцию завуча о вреде курения,666254,671276,NA,670776,666254,3
teen,8,1,Няня,Повар,1,4027,1629,/,Wed May 22 15:46:01 2019,Subj,2,3414,2,73,no,Кто готовит борщ?,/,space,1129,4027,f,171.wav,На обед няня обычно готовит вкусный борщ со сметаной,672276,676807,NA,676307,672276,3
teen,8,1,Ночью,Утром,1,5615,1580,z,Wed May 22 15:46:01 2019,Time,2,4260,2,74,no,Когда жена позвонила врачу?,z,space,1080,5615,f,131.wav,"Ночью жена связалась с врачом мужа, подхватившего опасный вирус",678198,684319,NA,683819,678198,2
teen,8,1,Подчиненные,Руководство,1,5634,2106,z,Wed May 22 15:46:01 2019,Subj,2,4711,2,75,no,Кто доволен заместителем начальника?,z,space,1606,5634,f,127.wav,"Все подчиненные довольны заместителем начальника, недавно занявшего этот пост",685669,691808,NA,691308,685669,2
teen,8,1,Акушерка,Роженица,1,5063,2015,z,Wed May 22 15:46:01 2019,fem,2,4947,2,76,no,Кто осматривал пациенток прямо в палате?,z,space,1515,5063,s,53.wav,"Полина позвала акушерку роженицы, осматривающую пациенток прямо в палате",693697,699265,NA,698765,693697,1
teen,8,1,На щите,На плаще,1,3574,1181,z,Wed May 22 15:46:01 2019,Loc,2,3160,2,77,no,Где был изображён герб?,z,space,681,3574,f,142.wav,На щите у рыцаря был изображён фамильный герб,701057,705136,NA,704636,701057,3
teen,8,1,Укроп,Чеснок,1,3866,1220,z,Wed May 22 15:46:01 2019,Obj,2,3809,2,78,no,Что решил посадить фермер?,z,space,720,3866,f,164.wav,"Фермер решил пораньше посадить укроп, чтобы он раньше взошёл",706093,710464,NA,709964,706093,3
teen,8,1,В хлопковом,В холщовом,1,4455,1618,/,Wed May 22 15:46:01 2019,Adj,2,4429,2,79,no,В каком мешке были подарки?,/,space,1117,4455,f,136.wav,Мама положила подарки в хлопковый мешок и завязала его красным бантом,711447,716408,NA,715907,711447,3
teen,8,1,Следователь,Ребёнок,0,4632,1442,z,Wed May 22 15:46:01 2019,men,2,4598,2,80,no,Кто хныкал от усталости весь вечер?,/,space,942,4632,s,108.wav,"Вася подмигнул ребёнку следователя, хныкающего от усталости весь вечер",717793,722929,NA,722429,717793,4
teen,8,1,Ежедневно,Еженедельно,1,4182,2098,z,Wed May 22 15:46:01 2019,Manner,2,4288,2,81,no,Как часто доктор велел принимать таблетки?,z,space,1598,4182,f,146.wav,Доктор выслушал мои жалобы и велел ежедневно принимать таблетки,724151,728839,NA,728339,724151,3
teen,8,1,Актриса,Фанатка,0,4165,2071,/,Wed May 22 15:46:01 2019,fem,2,4288,2,82,no,Кто караулит знаменитость у гримерной?,z,space,1571,4165,s,12.wav,"Алена заметила фанатку актрисы, караулящей знаменитость у гримерной",730708,735378,NA,734878,730708,4
teen,8,1,Витя,Петя,1,3773,1448,/,Wed May 22 15:46:01 2019,Subj,2,3611,2,83,no,Кто поздравил маму певицы?,/,space,948,3773,f,126.wav,"Витя поздравил маму певицы, приготовившей вкусный торт",737237,741515,NA,741015,737237,2
teen,8,2,Позавчера,Вчера,1,6488,2728,/,Wed May 22 16:01:00 2019,Time,1,5309,1,0,yes,Когда мне сообщили новость?,/,space,2227,1783,t,373.wav,"Позавчера мне сообщили, что у моего друга родилась двойня — мальчик и девочка.",35863,38150,31158,37649,31158,7
teen,8,2,Синяя,Красная,1,5955,2138,z,Wed May 22 16:01:00 2019,Adj,1,5014,1,1,yes,Какого цвета была форма проводницы?,z,space,1638,1345,t,334.wav,"Из окна поезда нам помахала рукой сменщица проводницы, одетой в синюю форму.",45195,47044,40585,46544,40585,6
teen,8,2,Бархатный,Атласный,1,5719,1633,/,Wed May 22 16:01:00 2019,Adj,1,4336,1,2,yes,Какой был комбинезон?,/,space,1133,2144,t,323.wav,"Даша увидела дочку актрисы, одетую в красивый бархатный комбинезон.",52486,55134,48911,54634,48911,5
teen,8,2,В семь часов,В шесть часов,1,5606,1762,/,Wed May 22 16:01:00 2019,Time,1,4129,1,3,yes,Во сколько начинались курсы?,/,space,1262,2091,t,374.wav,Курсы повышения квалификации для бухгалтеров проходили по средам в семь часов вечера.,59999,62594,56484,62094,56484,7
teen,8,2,В пятницу,В субботу,1,5431,3241,z,Wed May 22 16:01:00 2019,Time,1,5339,1,4,yes,Когда день рождения у Катиной подруги?,z,space,2741,794,t,372.wav,В эту пятницу у Катиной подруги будет день рождения.,68700,69998,64063,69498,64063,7
teen,8,2,Семинары,Лекции,1,5659,3023,z,Wed May 22 16:01:00 2019,Obj,1,5073,1,0,no,Что старались не пропускать студенты?,z,space,2523,1041,f,364.wav,Студенты второго курса старались не пропускать семинары по философии и психологии.,81000,82546,76382,82046,76382,7
teen,8,2,Детективную,Фантастическую,1,4759,1655,z,Wed May 22 16:01:00 2019,Adj,1,4129,1,1,no,Какую повесть принёс автор?,z,space,1155,1293,f,337.wav,Пожилой автор принёс в издательство очередную детективную повесть.,88802,90599,85336,90099,85336,7
teen,8,2,Подругу,Бабушку,1,5052,1797,/,Wed May 22 16:01:00 2019,Obj,1,3923,1,2,no,Кого задела Кристина?,/,space,1296,397,f,315.wav,"Кристина нечаянно задела подругу именинницы, говорившую тост.",96673,97575,92018,97074,92018,5
teen,8,2,Мама,Певица,0,4918,2338,/,Wed May 22 16:01:00 2019,fem,1,4336,1,3,no,Кто репетировал своё выступление?,z,space,1837,1405,s,219.wav,"Никита сфотографировал маму певицы, репетирующую своё выступление",102676,104585,99163,104084,99163,3
teen,8,2,Бизнесмен,Шофер,0,5569,2121,z,Wed May 22 16:01:00 2019,men,1,4660,1,4,no,Кто подвез клиентов до аэропорта?,/,space,1620,892,s,264.wav,"Лиза созвонилась с шофером бизнесмена, подвозившего клиентов до аэропорта",111368,112765,106691,112264,106691,4
teen,8,2,Бухгалтерша,Гримерша,1,5149,2545,/,Wed May 22 16:01:00 2019,fem,1,4336,1,5,no,Кто подсчитал доходы неправильно?,/,space,2045,1631,s,253.wav,"Маша обвинила бухгалтершу гримёрши, подсчитавшую доходы неправильно",118183,120318,114665,119818,114665,1
teen,8,2,Розовая,Голубая,1,4328,2025,z,Wed May 22 16:01:00 2019,Adj,1,3156,1,6,no,Какая кофта была на кукле?,z,space,1525,1998,f,336.wav,Мама купила дочке большую куклу в розовой кофте.,124979,127481,122649,126981,122649,7
teen,8,2,Кондитер,Артист,1,5589,3297,/,Wed May 22 16:01:00 2019,men,1,3923,1,7,no,Кто сыграл главную роль в спектакле?,/,space,2797,899,s,307.wav,"Антон гордился кондитером артиста, сыгравшим главную роль в спектакле",133975,135379,129285,134879,129285,3
teen,8,2,Графиня,Горничная,0,4898,1863,/,Wed May 22 16:01:00 2019,fem,1,4070,1,8,no,Кто вытирал пыль в гостиной?,z,space,1362,1398,s,224.wav,"Марина поприветствовала горничную графини, вытирающей пыль в гостиной",141955,143858,138455,143357,138455,4
teen,8,2,Руку,Ногу,1,5735,1491,/,Wed May 22 16:01:00 2019,Obj,1,5044,1,9,no,Что сломала парашютистка?,/,space,991,1069,f,324.wav,"Марина взяла интервью у матери парашютистки, сломавшей руку при последнем прыжке.",150154,151727,145488,151227,145488,6
teen,8,2,Филологический,Исторический,1,4791,1443,/,Wed May 22 16:01:00 2019,Adj,1,4041,1,10,no,На какой факультет перевелись студенты?,/,space,943,1282,f,335.wav,Пятеро студентов перевелись на филологический факультет в конце осени.,156517,158303,153008,157803,153008,7
teen,8,2,О карьере модели,О карьере модельера,1,5918,1911,z,Wed May 22 16:01:00 2019,Obj,1,5368,1,11,no,О какой карьере мечтала приятельница сестры?,z,space,1411,1192,f,313.wav,"Учеба в университете разочаровала приятельницу моей сестры, мечтавшую о карьере модели.",164262,165958,159536,165458,159536,5
teen,8,2,Модель,Визажистка,0,4965,2447,/,Wed May 22 16:01:00 2019,fem,1,4695,1,12,no,Кто красит многих известных актрис?,z,space,1947,264,s,216.wav,"Катя похвалила визажистку модели, красящей многих известных актрис",172361,173130,167660,172630,167660,4
teen,8,2,Ножом,Вилкой,1,4206,2494,z,Wed May 22 16:01:00 2019,Obj,1,3362,1,13,no,Чем Вася проткнул коробку?,z,space,1994,1878,f,357.wav,Вася случайно проткнул ножом коробку для подарка.,177689,180071,175361,179571,175361,7
teen,8,2,Троллейбусы,Автобусы,1,6255,2301,/,Wed May 22 16:01:00 2019,Subj,1,5869,1,14,no,Какой транспорт не ходил?,/,space,1800,1655,f,367.wav,"Поскольку из-за снегопада не ходили троллейбусы, жителям пришлось добираться до метро пешком.",186931,189091,182331,188590,182331,7
teen,8,2,Мише,Ване,1,5416,1945,/,Wed May 22 16:01:00 2019,Obj,1,4690,1,15,no,Кому помогала Аня?,/,space,1445,679,f,363.wav,Аня очень любила Мишу и часто помогала ему с домашними заданиями.,195915,197098,191178,196598,191178,7
teen,8,2,В Китай.,В Корею,1,5945,2055,/,Wed May 22 16:01:00 2019,Loc,1,5398,1,16,no,Куда ездила подруга сестры?,/,space,1555,1248,f,318.wav,"Я внимательно слушала подругу сестры, рассказывающую о своем путешествии в Китай.",203517,205269,198820,204769,198820,5
teen,8,2,Начальник,Секретарь,1,4921,2083,z,Wed May 22 16:01:00 2019,men,1,4247,1,17,no,Кто руководит крупной компанией?,z,space,1583,1411,s,266.wav,"Полина рассказывала о секретаре начальника, руководящего крупной компанией",210619,212534,207109,212034,207109,2
teen,8,2,Графиня,Садовница,1,5112,2777,z,Wed May 22 16:01:00 2019,fem,1,3923,1,18,no,Кто владел большим поместьем?,z,space,2277,510,s,238.wav,"Петр не узнал садовницу графини, владеющей большим поместьем",218986,219999,214384,219499,214384,2
teen,8,2,Фильм,Сериал,1,4942,1233,/,Wed May 22 16:01:00 2019,Obj,1,4129,1,19,no,Что покажут по телевизору?,/,space,733,1469,f,351.wav,"Скоро по телевизору покажут очень старый, но интересный фильм.",226018,227991,222545,227491,222545,7
teen,8,2,Руководительница,Стажёрка,0,5652,3252,z,Wed May 22 16:01:00 2019,fem,1,4955,1,20,no,Кто распорядился отремонтировать помещение?,/,space,2752,930,s,229.wav,"Нина знала руководительницу стажёрки, распорядившуюся отремонтировать помещение",233734,235169,229012,234669,229012,1
teen,8,2,В Милане,В Берлине,1,4504,991,/,Wed May 22 16:01:00 2019,Loc,1,3421,1,21,no,Где были туристы?,/,space,491,2189,f,342.wav,Туристы долго не могли найти главную площадь Милана.,240512,243205,238197,242705,238197,7
teen,8,2,Ортодонт,Актёр,0,4903,1969,z,Wed May 22 16:01:00 2019,men,1,4359,1,22,no,Кто снялся в новом приключенческом фильме?,/,space,1469,1419,s,291.wav,"Карина подумала об ортодонте актёра, снявшемся в новом приключенческом фильме",252399,254323,248915,253823,248915,3
teen,8,2,Роман,Повесть,1,5390,2167,/,Wed May 22 16:01:00 2019,Subj,1,4719,1,23,no,Какое произведение недавно издано?,/,space,1667,744,f,317.wav,"Мы хотели поговорить с агентом писателя, объявившем о выходе нового романа.",260703,261951,256057,261451,256057,5
teen,8,2,Тихо,Громко,1,5038,1755,z,Wed May 22 16:01:00 2019,Manner,1,4454,1,24,no,Как хныкала младшая сестра?,z,space,1255,1554,f,345.wav,За столом младшая сестра отказывалась есть суп и тихо хныкала.,267367,269425,263883,268925,263883,7
teen,8,2,Пятый,Третий,1,4836,2171,/,Wed May 22 16:01:00 2019,Num,1,4572,1,25,no,Какой пункт договора нужно исправить?,/,space,1671,147,f,349.wav,Юрист предложила нам исправить пятый пункт договора с новым заказчиком.,275632,276284,270943,275784,270943,7
teen,8,2,С вишней,С яблоком,1,3800,1337,/,Wed May 22 16:01:00 2019,Obj,1,3539,1,26,no,С чем были вареники?,/,space,837,374,f,360.wav,Бабушка слепила вареники с вишней для любимых внуков.,281644,282522,278218,282022,278218,7
teen,8,2,Травматолог,Футболист,0,4339,1937,z,Wed May 22 16:01:00 2019,men,1,4188,1,27,no,Кто забил гол в полуфинале?,/,space,1437,814,s,287.wav,"Петя беспокоился о травматологе футболиста, забившем гол в полуфинале",287172,288491,283647,287991,283647,3
teen,8,2,Радостно,Быстро,1,6270,1839,z,Wed May 22 16:01:00 2019,Manner,1,3893,1,28,no,Как побежала Полина?,z,space,1339,1562,f,344.wav,"Увидев возлюбленного, Полина радостно побежала ему навстречу",294922,296988,290214,296488,290214,7
teen,8,2,Музыкант,Кондитер,0,5540,1562,z,Wed May 22 16:01:00 2019,men,1,3893,1,29,no,Кто испек сладкий пирог?,/,space,1062,927,s,296.wav,"Саша слышал о кондитере музыканта, испёкшего сладкий пирог",303206,304638,298593,304138,298593,4
teen,8,2,Чипсы,Колу,1,5668,1855,/,Wed May 22 16:01:00 2019,Obj,1,5191,1,30,no,Что принёс школьник?,/,space,1355,1006,f,325.wav,"Я разговорился с отцом школьника, принёсшего в летний лагерь пакет чипсов и шоколада.",310656,312167,305994,311667,305994,6
teen,8,2,Старушка,Сиделка,1,4682,1844,/,Wed May 22 16:01:00 2019,fem,1,4159,1,31,no,Кто дежурит у постели весь день?,/,space,1344,1180,s,208.wav,"Катя отпустила сиделку старушки, дежурящей у постели весь день",317310,318994,313808,318494,313808,4
teen,8,2,Мышей,Крыс,1,4054,1302,/,Wed May 22 16:01:00 2019,Obj,1,3329,1,32,no,Кого ловил соседский кот?,/,space,802,1753,f,356.wav,Соседский кот весь день ловил мышей в старом погребе.,322915,325172,320614,324672,320614,7
teen,8,2,Папа,Враг,1,4295,1463,z,Wed May 22 16:01:00 2019,men,1,4011,1,33,no,Кто заботился о семье ежедневно?,z,space,963,796,s,310.wav,"Костя помнил о враге папы, заботившегося о семье ежедневно",329753,331053,326254,330553,326254,2
teen,8,2,Барона,Герцога,1,5255,1937,/,Wed May 22 16:01:00 2019,Obj,1,5339,1,34,no,Кого пригласили в гости?,/,space,1437,648,f,365.wav,Герцог пригласил в гости барона и с почестями принял его в своём каменном замке.,336881,338033,332275,337533,332274,7
teen,8,2,Двадцать,Двенадцать,1,5271,2652,z,Wed May 22 16:01:00 2019,Num,1,5014,1,35,no,Сколько лет исполнилось подруге сестры?,z,space,2152,657,f,321.wav,"Костя подарил тюльпаны подруге сестры, отмечавшей свой двадцатый день рождения.",344349,345511,339735,345011,339735,5
teen,8,2,Шпаргалки,Задание,1,5600,1452,/,Wed May 22 16:01:00 2019,Obj,1,4631,1,36,no,Что подготовили десятиклассники?,/,space,950,950,f,362.wav,Десятиклассники совместными усилиями подготовили шпаргалки по геометрии.,352594,354050,347944,353548,347944,7
teen,8,2,На речку,На озеро,1,5518,2004,z,Wed May 22 16:01:00 2019,Loc,1,4896,1,37,no,Куда ездили ребята?,z,space,1504,791,f,343.wav,Деревенские ребята каждый день ездили на речку на велосипедах и ловили там рыбу.,360012,361307,355285,360807,355285,7
teen,8,2,На третьем,На втором,1,5180,2055,/,Wed May 22 16:01:00 2019,Num,1,4808,1,38,no,На каком этаже был кабинет стоматолога?,/,space,1555,596,f,350.wav,"Кабинет стоматолога располагался на третьем этаже, в дальнем конце коридора.",367659,368759,363076,368259,363075,7
teen,8,2,Ребёнок,Археолог,1,4528,1327,/,Wed May 22 16:01:00 2019,men,1,4011,1,39,no,Кто агукал в своей кроватке?,/,space,827,1028,s,277.wav,"Света улыбнулась ребёнку археолога, агукающему в своей кроватке",374102,375634,370602,375134,370602,1
teen,8,2,Химию,Физику,1,5138,1756,/,Wed May 22 16:01:00 2019,Obj,1,4542,1,40,no,Что решили прогулять восьмиклассники?,/,space,1255,432,f,361.wav,Восьмиклассники не хотели идти на химию и решили прогулять её в кафе.,381447,382385,376741,381884,376741,7
teen,8,2,На лестницу,На улицу,1,4730,1528,/,Wed May 22 16:01:00 2019,Loc,1,4336,1,41,no,Куда сосед вышел покурить?,/,space,1028,1269,f,319.wav,"Валера жаловался на жизнь соседу отца, вышедшему покурить на лестницу.",387367,389141,383906,388641,383906,5
teen,8,2,Либерал,Демократ,1,5007,1888,/,Wed May 22 16:01:00 2019,Subj,1,4277,1,42,no,Кто выступил с речью?,/,space,1388,1484,f,368.wav,Либерал выступил с эмоциональной речью перед своими последователями.,393985,395974,390463,395474,390462,7
